anno;O;D;EXPO_20;EXPO_40;IMPO_20;IMPO_40;VACÍOS_20;VACÍOS_40;provincia;DESTINO_PROVINCIA;region;DESTINO_REGION
2013;15;18;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;15;19;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;15;20;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;15;21;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;15;22;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;15;23;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;15;24;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;15;25;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;15;26;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;15;27;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;15;28;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;15;29;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;15;30;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;15;31;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;15;32;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;15;33;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;15;34;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;15;35;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;15;36;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;15;37;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;15;38;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;15;39;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;15;40;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;15;41;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;15;42;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;15;43;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;15;44;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;15;45;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;15;46;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;15;47;0;0;0;0;267,9;443,9;Cachapoal;Melipilla;Libertador General Bernardo O'Higgins;Santiago
2013;15;48;0;0;0;0;0;0;Cachapoal;Melipilla;Libertador General Bernardo O'Higgins;Santiago
2013;15;49;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;15;50;0;0;0;0;0;0;Cachapoal;Talagante;Libertador General Bernardo O'Higgins;Santiago
2013;15;51;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;15;52;0;0;0;0;0;0;Cachapoal;Choapa;Libertador General Bernardo O'Higgins;Coquimbo
2013;15;53;0;0;0;0;0;0;Cachapoal;Elqui;Libertador General Bernardo O'Higgins;Coquimbo
2013;15;54;0;0;0;0;0;0;Cachapoal;Limarí;Libertador General Bernardo O'Higgins;Coquimbo
2013;15;55;0;0;0;0;0;0;Cachapoal;Curicó;Libertador General Bernardo O'Higgins;Maule
2013;15;56;0;0;0;0;0;0;Cachapoal;Talca;Libertador General Bernardo O'Higgins;Maule
2013;15;57;0;0;0;0;0;0;Cachapoal;Linares;Libertador General Bernardo O'Higgins;Maule
2013;15;58;0;0;0;0;0;0;Cachapoal;Cauquenes;Libertador General Bernardo O'Higgins;Maule
2013;15;59;0;0;0;0;0;0;Cachapoal;Ñuble;Libertador General Bernardo O'Higgins;Bío-Bío
2013;15;60;0;0;0;0;0;0;Cachapoal;Concepción;Libertador General Bernardo O'Higgins;Bío-Bío
2013;15;61;0;0;0;0;0;0;Cachapoal;Biobío;Libertador General Bernardo O'Higgins;Bío-Bío
2013;15;62;0;0;0;0;0;0;Cachapoal;Arauco;Libertador General Bernardo O'Higgins;Bío-Bío
2013;15;63;0;0;0;0;0;0;Cachapoal;Arica;Libertador General Bernardo O'Higgins;Arica y Parinacota
2013;15;64;0;0;0;0;0;0;Cachapoal;Magallanes;Libertador General Bernardo O'Higgins;Magallanes y Antártica Chilena
2013;15;777;0;0;0;0;0;0;Cachapoal;Ancud;Libertador General Bernardo O'Higgins;Los Lagos
2013;16;1;0;0;0;0;0;0;Colchagua;Petorca;Libertador General Bernardo O'Higgins;Valparaíso
2013;16;2;0;0;0;0;0;0;Colchagua;San Felipe;Libertador General Bernardo O'Higgins;Valparaíso
2013;16;3;0;0;0;0;0;0;Colchagua;Quillota;Libertador General Bernardo O'Higgins;Valparaíso
2013;16;4;0;0;0;0;0;0;Colchagua;Los Andes;Libertador General Bernardo O'Higgins;Valparaíso
2013;16;5;0;0;0;0;178,6;295,9;Colchagua;Valparaíso;Libertador General Bernardo O'Higgins;Valparaíso
2013;16;6;3.945,60;7.627,10;0;0;45,1;74,6;Colchagua;Valparaíso;Libertador General Bernardo O'Higgins;Valparaíso
2013;16;7;0;0;0;0;48,2;79,9;Colchagua;Valparaíso;Libertador General Bernardo O'Higgins;Valparaíso
2013;16;8;0;0;0;0;0;0;Colchagua;San Antonio;Libertador General Bernardo O'Higgins;Valparaíso
2013;16;9;5.989,50;11.578,00;0;0;1.829,10;3.030,30;Colchagua;San Antonio;Libertador General Bernardo O'Higgins;Valparaíso
2013;16;10;571,2;1.104,20;0;0;163,9;271,6;Colchagua;San Antonio;Libertador General Bernardo O'Higgins;Valparaíso
2013;16;11;0;0;0;0;0;0;Colchagua;San Antonio;Libertador General Bernardo O'Higgins;Valparaíso
2013;16;12;46,9;90,6;0;0;0;0;Colchagua;Valparaíso;Libertador General Bernardo O'Higgins;Valparaíso
2013;16;13;0;0;0;0;0;0;Colchagua;Cardenal Caro;Libertador General Bernardo O'Higgins;Libertador General Bernardo O'Higgins
2013;16;14;0;0;0;0;0;0;Colchagua;Cachapoal;Libertador General Bernardo O'Higgins;Libertador General Bernardo O'Higgins
2013;16;15;0;0;0;0;0;0;Colchagua;Cachapoal;Libertador General Bernardo O'Higgins;Libertador General Bernardo O'Higgins
2013;16;16;0;0;0;0;0;0;Colchagua;Colchagua;Libertador General Bernardo O'Higgins;Libertador General Bernardo O'Higgins
2013;16;17;0;0;0;0;0;0;Colchagua;Cachapoal;Libertador General Bernardo O'Higgins;Libertador General Bernardo O'Higgins
2013;16;18;0;0;0;0;0;0;Colchagua;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;16;19;0;0;0;0;0;0;Colchagua;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;16;20;0;0;0;0;0;0;Colchagua;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;16;21;0;0;0;0;0;0;Colchagua;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;16;22;0;0;0;0;0;0;Colchagua;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;16;23;0;0;0;0;0;0;Colchagua;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;16;24;0;0;0;0;0;0;Colchagua;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;16;25;0;0;0;0;0;0;Colchagua;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;16;26;0;0;0;0;0;0;Colchagua;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;16;27;0;0;0;0;0;0;Colchagua;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;16;28;0;0;0;0;0;0;Colchagua;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;16;29;0;0;0;0;0;0;Colchagua;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;16;30;0;0;0;0;0;0;Colchagua;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;16;31;0;0;0;0;0;0;Colchagua;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;16;32;0;0;0;0;0;0;Colchagua;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;16;33;0;0;0;0;0;0;Colchagua;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;16;34;0;0;0;0;0;0;Colchagua;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;16;35;0;0;0;0;0;0;Colchagua;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;16;36;0;0;0;0;0;0;Colchagua;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;16;37;0;0;0;0;0;0;Colchagua;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;16;38;0;0;0;0;0;0;Colchagua;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;16;39;0;0;0;0;0;0;Colchagua;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;16;40;0;0;0;0;0;0;Colchagua;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;16;41;0;0;0;0;0;0;Colchagua;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;16;42;0;0;0;0;0;0;Colchagua;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;16;43;0;0;0;0;0;0;Colchagua;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;16;44;0;0;0;0;0;0;Colchagua;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;16;45;0;0;0;0;0;0;Colchagua;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;16;46;0;0;0;0;0;0;Colchagua;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;16;47;0;0;0;0;0;0;Colchagua;Melipilla;Libertador General Bernardo O'Higgins;Santiago
2013;16;48;0;0;0;0;357,2;591,9;Colchagua;Melipilla;Libertador General Bernardo O'Higgins;Santiago
2013;16;49;0;0;0;0;0;0;Colchagua;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;16;50;0;0;0;0;0;0;Colchagua;Talagante;Libertador General Bernardo O'Higgins;Santiago
2013;16;51;0;0;0;0;0;0;Colchagua;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;16;52;0;0;0;0;0;0;Colchagua;Choapa;Libertador General Bernardo O'Higgins;Coquimbo
2013;16;53;0;0;0;0;0;0;Colchagua;Elqui;Libertador General Bernardo O'Higgins;Coquimbo
2013;16;54;0;0;0;0;0;0;Colchagua;Limarí;Libertador General Bernardo O'Higgins;Coquimbo
2013;16;55;0;0;0;0;0;0;Colchagua;Curicó;Libertador General Bernardo O'Higgins;Maule
2013;16;56;0;0;0;0;0;0;Colchagua;Talca;Libertador General Bernardo O'Higgins;Maule
2013;16;57;0;0;0;0;0;0;Colchagua;Linares;Libertador General Bernardo O'Higgins;Maule
2013;16;58;0;0;0;0;0;0;Colchagua;Cauquenes;Libertador General Bernardo O'Higgins;Maule
2013;16;59;0;0;0;0;0;0;Colchagua;Ñuble;Libertador General Bernardo O'Higgins;Bío-Bío
2013;16;60;0;0;0;0;0;0;Colchagua;Concepción;Libertador General Bernardo O'Higgins;Bío-Bío
2013;16;61;0;0;0;0;0;0;Colchagua;Biobío;Libertador General Bernardo O'Higgins;Bío-Bío
2013;16;62;0;0;0;0;0;0;Colchagua;Arauco;Libertador General Bernardo O'Higgins;Bío-Bío
2013;16;63;0;0;0;0;0;0;Colchagua;Arica;Libertador General Bernardo O'Higgins;Arica y Parinacota
2013;16;64;0;0;0;0;0;0;Colchagua;Magallanes;Libertador General Bernardo O'Higgins;Magallanes y Antártica Chilena
2013;16;777;0;0;0;0;0;0;Colchagua;Ancud;Libertador General Bernardo O'Higgins;Los Lagos
2013;17;1;0;0;0;0;0;0;Cachapoal;Petorca;Libertador General Bernardo O'Higgins;Valparaíso
2013;17;2;0;0;0;0;0;0;Cachapoal;San Felipe;Libertador General Bernardo O'Higgins;Valparaíso
2013;17;3;0;0;0;0;0;0;Cachapoal;Quillota;Libertador General Bernardo O'Higgins;Valparaíso
2013;17;4;0;0;0;0;0;0;Cachapoal;Los Andes;Libertador General Bernardo O'Higgins;Valparaíso
2013;17;5;0;0;0;0;0;0;Cachapoal;Valparaíso;Libertador General Bernardo O'Higgins;Valparaíso
2013;17;6;4.449,30;8.600,80;0;0;157,8;261,4;Cachapoal;Valparaíso;Libertador General Bernardo O'Higgins;Valparaíso
2013;17;7;151,8;293,5;0;0;302,9;501,9;Cachapoal;Valparaíso;Libertador General Bernardo O'Higgins;Valparaíso
2013;17;8;0;0;0;0;0;0;Cachapoal;San Antonio;Libertador General Bernardo O'Higgins;Valparaíso
2013;17;9;5.308,00;10.260,80;0;0;2.232,00;3.697,90;Cachapoal;San Antonio;Libertador General Bernardo O'Higgins;Valparaíso
2013;17;10;143,7;277,8;0;0;600,7;995,2;Cachapoal;San Antonio;Libertador General Bernardo O'Higgins;Valparaíso
2013;17;11;0;0;0;0;0;0;Cachapoal;San Antonio;Libertador General Bernardo O'Higgins;Valparaíso
2013;17;12;0;0;0;0;0;0;Cachapoal;Valparaíso;Libertador General Bernardo O'Higgins;Valparaíso
2013;17;13;0;0;0;0;0;0;Cachapoal;Cardenal Caro;Libertador General Bernardo O'Higgins;Libertador General Bernardo O'Higgins
2013;17;14;0;0;0;0;0;0;Cachapoal;Cachapoal;Libertador General Bernardo O'Higgins;Libertador General Bernardo O'Higgins
2013;17;15;0;0;0;0;0;0;Cachapoal;Cachapoal;Libertador General Bernardo O'Higgins;Libertador General Bernardo O'Higgins
2013;17;16;0;0;0;0;0;0;Cachapoal;Colchagua;Libertador General Bernardo O'Higgins;Libertador General Bernardo O'Higgins
2013;17;17;0;0;0;0;0;0;Cachapoal;Cachapoal;Libertador General Bernardo O'Higgins;Libertador General Bernardo O'Higgins
2013;17;18;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;17;19;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;17;20;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;17;21;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;17;22;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;17;23;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;17;24;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;17;25;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;17;26;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;17;27;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;17;28;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;17;29;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;17;30;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;17;31;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;17;32;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;17;33;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;17;34;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;17;35;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;17;36;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;17;37;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;17;38;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;17;39;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;17;40;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;17;41;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;17;42;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;17;43;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;17;44;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;17;45;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;17;46;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;17;47;0;0;0;0;0;0;Cachapoal;Melipilla;Libertador General Bernardo O'Higgins;Santiago
2013;17;48;0;0;0;0;289,5;479,7;Cachapoal;Melipilla;Libertador General Bernardo O'Higgins;Santiago
2013;17;49;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;17;50;0;0;0;0;0;0;Cachapoal;Talagante;Libertador General Bernardo O'Higgins;Santiago
2013;17;51;0;0;0;0;0;0;Cachapoal;Santiago;Libertador General Bernardo O'Higgins;Santiago
2013;17;52;0;0;0;0;0;0;Cachapoal;Choapa;Libertador General Bernardo O'Higgins;Coquimbo
2013;17;53;0;0;0;0;0;0;Cachapoal;Elqui;Libertador General Bernardo O'Higgins;Coquimbo
2013;17;54;0;0;0;0;0;0;Cachapoal;Limarí;Libertador General Bernardo O'Higgins;Coquimbo
2013;17;55;0;0;0;0;0;0;Cachapoal;Curicó;Libertador General Bernardo O'Higgins;Maule
2013;17;56;0;0;0;0;0;0;Cachapoal;Talca;Libertador General Bernardo O'Higgins;Maule
2013;17;57;0;0;0;0;0;0;Cachapoal;Linares;Libertador General Bernardo O'Higgins;Maule
2013;17;58;0;0;0;0;0;0;Cachapoal;Cauquenes;Libertador General Bernardo O'Higgins;Maule
2013;17;59;0;0;0;0;0;0;Cachapoal;Ñuble;Libertador General Bernardo O'Higgins;Bío-Bío
2013;17;60;0;0;0;0;0;0;Cachapoal;Concepción;Libertador General Bernardo O'Higgins;Bío-Bío
2013;17;61;0;0;0;0;0;0;Cachapoal;Biobío;Libertador General Bernardo O'Higgins;Bío-Bío
2013;17;62;0;0;0;0;0;0;Cachapoal;Arauco;Libertador General Bernardo O'Higgins;Bío-Bío
2013;17;63;0;0;0;0;0;0;Cachapoal;Arica;Libertador General Bernardo O'Higgins;Arica y Parinacota
2013;17;64;0;0;0;0;0;0;Cachapoal;Magallanes;Libertador General Bernardo O'Higgins;Magallanes y Antártica Chilena
2013;17;777;0;0;0;0;0;0;Cachapoal;Ancud;Libertador General Bernardo O'Higgins;Los Lagos
2013;18;1;0;0;0;0;0;0;Santiago;Petorca;Santiago;Valparaíso
2013;18;2;0;0;0;0;0;0;Santiago;San Felipe;Santiago;Valparaíso
2013;18;3;0;0;0;0;0;0;Santiago;Quillota;Santiago;Valparaíso
2013;18;4;0;0;0;0;0;0;Santiago;Los Andes;Santiago;Valparaíso
2013;18;5;0;0;0;0;0;0;Santiago;Valparaíso;Santiago;Valparaíso
2013;18;6;558,2;1.079,10;0;0;123,9;205,3;Santiago;Valparaíso;Santiago;Valparaíso
2013;18;7;39,6;76,5;0;0;2.024,40;3.353,90;Santiago;Valparaíso;Santiago;Valparaíso
2013;18;8;0;0;0;0;0;0;Santiago;San Antonio;Santiago;Valparaíso
2013;18;9;92,6;178,9;0;0;1.249,50;2.070,10;Santiago;San Antonio;Santiago;Valparaíso
2013;18;10;0;0;0;0;1.292,10;2.140,70;Santiago;San Antonio;Santiago;Valparaíso
2013;18;11;0;0;0;0;0;0;Santiago;San Antonio;Santiago;Valparaíso
2013;18;12;46,1;89;0;0;192,8;319,4;Santiago;Valparaíso;Santiago;Valparaíso
2013;18;13;0;0;0;0;0;0;Santiago;Cardenal Caro;Santiago;Libertador General Bernardo O'Higgins
2013;18;14;0;0;0;0;0;0;Santiago;Cachapoal;Santiago;Libertador General Bernardo O'Higgins
2013;18;15;0;0;0;0;0;0;Santiago;Cachapoal;Santiago;Libertador General Bernardo O'Higgins
2013;18;16;0;0;0;0;0;0;Santiago;Colchagua;Santiago;Libertador General Bernardo O'Higgins
2013;18;17;0;0;0;0;0;0;Santiago;Cachapoal;Santiago;Libertador General Bernardo O'Higgins
2013;18;18;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
2013;18;19;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
2013;18;20;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
2013;18;21;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
2013;18;22;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
2013;18;23;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
2013;18;24;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
2013;18;25;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
2013;18;26;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
2013;18;27;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
2013;18;28;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
2013;18;29;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
2013;18;30;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
2013;18;31;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
2013;18;32;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
2013;18;33;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
2013;18;34;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
2013;18;35;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
2013;18;36;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
2013;18;37;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
2013;18;38;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
2013;18;39;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
2013;18;40;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
2013;18;41;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
2013;18;42;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
2013;18;43;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
2013;18;44;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
2013;18;45;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
2013;18;46;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
2013;18;47;0;0;0;0;201,1;333,2;Santiago;Melipilla;Santiago;Santiago
2013;18;48;0;0;0;0;0;0;Santiago;Melipilla;Santiago;Santiago
2013;18;49;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
2013;18;50;0;0;0;0;0;0;Santiago;Talagante;Santiago;Santiago
2013;18;51;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
2013;18;52;0;0;0;0;0;0;Santiago;Choapa;Santiago;Coquimbo
2013;18;53;0;0;0;0;0;0;Santiago;Elqui;Santiago;Coquimbo
2013;18;54;0;0;0;0;0;0;Santiago;Limarí;Santiago;Coquimbo
2013;18;55;0;0;0;0;0;0;Santiago;Curicó;Santiago;Maule
2013;18;56;0;0;0;0;0;0;Santiago;Talca;Santiago;Maule
2013;18;57;0;0;0;0;0;0;Santiago;Linares;Santiago;Maule
2013;18;58;0;0;0;0;0;0;Santiago;Cauquenes;Santiago;Maule
2013;18;59;0;0;0;0;0;0;Santiago;Ñuble;Santiago;Bío-Bío
2013;18;60;0;0;0;0;0;0;Santiago;Concepción;Santiago;Bío-Bío
2013;18;61;0;0;0;0;0;0;Santiago;Biobío;Santiago;Bío-Bío
2013;18;62;0;0;0;0;0;0;Santiago;Arauco;Santiago;Bío-Bío
2013;18;63;0;0;0;0;0;0;Santiago;Arica;Santiago;Arica y Parinacota
2013;18;64;0;0;0;0;0;0;Santiago;Magallanes;Santiago;Magallanes y Antártica Chilena
2013;18;777;0;0;0;0;0;0;Santiago;Ancud;Santiago;Los Lagos
2013;19;1;0;0;0;0;0;0;Santiago;Petorca;Santiago;Valparaíso
2013;19;2;0;0;0;0;0;0;Santiago;San Felipe;Santiago;Valparaíso
2013;19;3;0;0;0;0;0;0;Santiago;Quillota;Santiago;Valparaíso
2013;19;4;0;0;0;0;0;0;Santiago;Los Andes;Santiago;Valparaíso
2013;19;5;0;0;0;0;0;0;Santiago;Valparaíso;Santiago;Valparaíso
2013;19;6;62;119,8;0;0;177,1;293,4;Santiago;Valparaíso;Santiago;Valparaíso
2013;19;7;27,8;53,8;0;0;1.108,60;1.836,70;Santiago;Valparaíso;Santiago;Valparaíso
2013;19;8;0;0;0;0;0;0;Santiago;San Antonio;Santiago;Valparaíso
2013;19;9;996,8;1.926,90;0;0;601,2;996;Santiago;San Antonio;Santiago;Valparaíso
2013;19;10;0;0;0;0;922,9;1.529,10;Santiago;San Antonio;Santiago;Valparaíso
2013;19;11;0;0;0;0;0;0;Santiago;San Antonio;Santiago;Valparaíso
2013;19;12;975,1;1.885,00;0;0;0;0;Santiago;Valparaíso;Santiago;Valparaíso
2013;19;13;0;0;0;0;0;0;Santiago;Cardenal Caro;Santiago;Libertador General Bernardo O'Higgins
2013;19;14;0;0;0;0;0;0;Santiago;Cachapoal;Santiago;Libertador General Bernardo O'Higgins
2013;19;15;0;0;0;0;0;0;Santiago;Cachapoal;Santiago;Libertador General Bernardo O'Higgins
2013;19;16;0;0;0;0;0;0;Santiago;Colchagua;Santiago;Libertador General Bernardo O'Higgins
2013;19;17;0;0;0;0;0;0;Santiago;Cachapoal;Santiago;Libertador General Bernardo O'Higgins
2013;19;18;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
2013;19;19;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
2013;19;20;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
2013;19;21;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
2013;19;22;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
2013;19;23;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
2013;19;24;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
2013;19;25;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
2013;19;26;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
2013;19;27;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
2013;19;28;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
2013;19;29;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
2013;19;30;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
2013;19;31;0;0;0;0;0;0;Santiago;Santiago;Santiago;Santiago
