TRAFICO INTERNACIONAL CON RELACION A CHILE;;;;;;;;;;;;
TRAFICO POR OPERADOR POR PARES DE CIUDADES;;;;;;;;;;;;
PASAJEROS LLEGADOS A CHILE;;;;;;;;;;;;
;;;;;;;;;;;;
OPERADOR;LLEGAN:;DESDE:;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014
BQB LINEAS AEREAS ;A SANTIAGO;DE MONTEVIDEO      ;0;0;0;0;0;0;0;0;722;9.732
TOTAL;INTERNACIONAL DE;BQB LINEAS AEREAS ;0;0;0;0;0;0;0;0;722;9.732
PLUNA             ;A SANTIAGO;DE CORDOBA         ;0;0;0;0;32;0;0;0;0;0
 ; ;DE FLORIANAPOLIS   ;6.088;10.091;12.142;0;0;1.369;1.704;0;0;0
 ; ;DE RIO DE JANEIRO  ;0;0;4.917;0;0;0;0;0;0;0
 ; ;DE SALVADOR BAHIA  ;3.430;4.323;4.918;0;0;0;0;0;0;0
 ; ;DE SAO PAULO       ;0;0;455;116;0;0;111;0;0;0
 ; ;DE ASUNCION        ;0;0;0;0;3.325;1.930;0;0;0;0
 ; ;DE MONTEVIDEO      ;17.692;19.855;17.539;24.825;51.724;65.968;97.633;57.843;0;0
 ; ;DE PTA. DEL ESTE   ;2.976;3.469;2.867;3.322;659;1.980;323;0;0;0
 ; ;DE PORLAMAR, VEZ.  ;5.885;0;0;0;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;PLUNA             ;36.071;37.738;42.838;28.263;55.740;71.247;99.771;57.843;0;0
LAN ECUADOR       ;A SANTIAGO;DE BUENOS AIRES    ;0;9.333;34.267;41.256;47.145;48.353;28.827;5.028;11.264;11.629
 ; ;DE CORDOBA         ;0;0;0;0;27;0;0;0;0;0
 ; ;DE GUAYAQUIL       ;0;16.234;35.545;64.692;79.717;83.506;104.882;143.528;137.955;141.833
 ; ;DE QUITO           ;0;31.968;66.965;81.946;82.959;92.680;74.599;16.848;16.262;3.554
 ;A IQUIQUE;DE GUAYAQUIL       ;0;0;0;0;0;0;0;262;0;0
TOTAL;INTERNACIONAL DE;LAN ECUADOR       ;0;57.535;136.777;187.894;209.848;224.539;208.308;165.666;165.481;157.016
AVIANCA           ;A SANTIAGO;DE BUENOS AIRES    ;0;0;0;0;0;170;0;0;0;0
 ; ;DE LIMA            ;0;0;0;391;285;0;300;0;0;0
 ; ;DE BOGOTA          ;83.420;96.500;126.089;160.728;153.882;176.153;202.743;305.083;339.807;335.025
 ; ;DE CALI            ;0;0;0;0;0;0;0;576;0;0
TOTAL;INTERNACIONAL DE;AVIANCA           ;83.420;96.500;126.089;161.119;154.167;176.323;203.043;305.659;339.807;335.025
LAN COLOMBIA      ;A SANTIAGO;DE BOGOTA          ;0;0;0;0;0;0;0;0;50.565;204.735
TOTAL;INTERNACIONAL DE;LAN COLOMBIA      ;0;0;0;0;0;0;0;0;50.565;204.735
L.A.C.S.A.        ;A SANTIAGO;DE LIMA            ;35.348;4.456;24.607;4.955;3.342;4.345;8.198;4.362;36.091;142.091
 ; ;DE SANTA CRUZ, BOL.;2;0;0;0;0;0;0;0;0;0
 ; ;DE SAO PAULO       ;23;0;0;0;0;0;0;0;0;0
 ; ;DE GUAYAQUIL       ;8.516;1.349;9.002;0;0;0;0;0;13.784;1.216
 ; ;DE QUITO           ;11.872;805;12.122;0;0;0;0;0;16.432;1.520
 ; ;DE BOGOTA          ;15.536;1.465;10.966;0;0;0;0;0;21.919;57.033
 ; ;DE CALI            ;0;0;0;0;0;0;0;0;12.148;0
 ; ;DE MEDELLIN        ;0;0;0;0;0;0;0;0;7.181;0
 ; ;DE CARACAS         ;22.279;1.138;12.079;0;0;0;0;0;19.390;1.398
 ; ;DE SAN JOSE, C.R.  ;38.435;4.349;54.757;0;0;0;0;0;26.183;2.064
 ; ;DE LA HAVANA       ;811;0;4.029;0;0;0;0;0;36.407;3.186
 ; ;DE SAN SALVADOR    ;1.459;0;0;0;0;0;0;0;0;0
 ; ;DE C. DE GUATEMALA ;2.468;0;0;0;0;0;0;0;0;0
 ; ;DE SAN PEDRO SULA  ;169;0;0;0;0;0;0;0;0;0
 ; ;DE TEGUCIGALPA     ;161;0;0;0;0;0;0;0;0;0
 ; ;DE MANAGUA         ;233;0;0;0;0;0;0;0;0;0
 ; ;DE SANTO DOMINGO   ;0;0;12.422;0;0;0;0;0;30.269;2.981
 ; ;DE C. DE MEXICO    ;5.410;837;9.673;0;0;0;0;0;28.352;2.787
 ; ;DE BOSTON          ;70;0;0;0;0;0;0;0;0;0
 ; ;DE CHICAGO         ;111;0;0;0;0;0;0;0;0;0
 ; ;DE LOS ANGELES     ;5.110;907;7.920;0;0;0;0;0;638;0
 ; ;DE MIAMI           ;5.236;506;5.216;0;0;0;0;0;44.316;3.406
 ; ;DE NUEVA YORK      ;8.141;930;7.812;0;0;0;0;0;305;0
 ; ;DE SAN FRANCISCO US;1.946;0;0;0;0;0;0;0;0;0
 ; ;DE WASHINGTON, US. ;428;0;0;0;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;L.A.C.S.A.        ;163.764;16.742;170.605;4.955;3.342;4.345;8.198;4.362;293.415;217.682
C.O.P.A.          ;A SANTIAGO;DE BUENOS AIRES    ;0;0;0;126;0;0;0;0;0;0
 ; ;DE MENDOZA         ;0;0;0;23;0;0;0;27;0;0
 ; ;DE RESISTENCIA     ;0;0;0;0;0;0;114;0;0;0
 ; ;DE TUCUMAN         ;0;0;82;0;0;0;0;0;0;0
 ; ;DE LIMA            ;0;0;0;0;0;0;192;0;0;320
 ; ;DE SAO PAULO       ;0;0;302;0;209;0;0;0;0;0
 ; ;DE SAN JOSE, C.R.  ;0;54;113;0;0;0;0;0;0;0
 ; ;DE C.DE PANAMA     ;207.912;296.738;331.454;352.961;355.190;400.309;572.002;738.596;951.544;1.000.718
 ; ;DE PUNTA CANA, R.D.;0;0;578;0;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;C.O.P.A.          ;207.912;296.792;332.529;353.110;355.399;400.309;572.308;738.623;951.544;1.001.038
AEROMEXICO        ;A SANTIAGO;DE LIMA            ;0;0;816;0;0;0;0;135;0;0
 ; ;DE C. DE MEXICO    ;103.256;127.155;137.598;93.504;99.540;103.803;156.864;190.112;104.699;186.488
 ; ;DE CANCUN, MEX.    ;0;0;0;6.479;3.192;0;0;0;0;0
TOTAL;INTERNACIONAL DE;AEROMEXICO        ;103.256;127.155;138.414;99.983;102.732;103.803;156.864;190.247;104.699;186.488
TOTALES;LINEAS AEREAS;LATINOAMERICANAS  ;1.288.681;1.336.478;1.801.587;1.779.028;1.828.363;2.058.841;2.528.852;3.072.669;3.416.763;3.623.688
AIR CANADA        ;A SANTIAGO;DE BUENOS AIRES    ;18.102;18.980;17.968;30.279;15.601;27.391;27.991;35.135;32.795;28.542
 ; ;DE LIMA            ;0;0;197;298;0;0;0;0;0;0
 ; ;DE C.DE PANAMA     ;0;231;0;0;0;0;0;0;0;0
 ; ;DE CALGARY         ;0;0;0;1.060;0;0;0;0;0;0
 ; ;DE TORONTO         ;174.365;179.717;210.874;270.386;276.996;282.295;349.415;382.792;327.634;299.166
TOTAL;INTERNACIONAL DE;AIR CANADA        ;192.467;198.928;229.039;302.023;292.597;309.686;377.406;417.927;360.429;327.708
AMERICAN AIRLINES ;A SANTIAGO;DE MENDOZA         ;0;0;0;0;0;35;0;0;0;0
 ; ;DE CANCUN, MEX.    ;0;0;0;0;0;0;1.156;0;0;0
 ; ;DE ATLANTA         ;0;0;0;0;0;0;0;1.214;0;0
 ; ;DE DALLAS, US.     ;402.827;444.102;455.191;443.902;452.941;486.720;474.419;530.792;515.735;546.300
 ; ;DE MIAMI           ;343.222;380.638;411.096;418.913;396.745;419.199;487.692;534.342;567.933;591.911
TOTAL;INTERNACIONAL DE;AMERICAN AIRLINES ;746.049;824.740;866.287;862.815;849.686;905.954;963.267;1.066.348;1.083.668;1.138.211
DELTA AIRLINES    ;A SANTIAGO;DE RIO DE JANEIRO  ;0;0;0;0;0;0;296;0;0;0
 ; ;DE ATLANTA         ;390.081;481.049;470.735;422.450;381.638;396.855;447.513;470.366;498.068;523.757
 ; ;DE DALLAS, US.     ;0;0;1.599;667;0;0;0;0;0;0
 ; ;DE MIAMI           ;0;0;0;1.045;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;DELTA AIRLINES    ;390.081;481.049;472.334;424.162;381.638;396.855;447.809;470.366;498.068;523.757
UNITED AIRLINES   ;A SANTIAGO;DE HOUSTON         ;0;0;0;0;0;0;0;0;0;34.629
TOTAL;INTERNACIONAL DE;UNITED AIRLINES   ;0;0;0;0;0;0;0;0;0;34.629
TOTALES;LINEAS AEREAS;NORTEAMERICANAS   ;1.328.597;1.504.717;1.567.660;1.589.000;1.523.921;1.612.495;1.788.482;1.954.641;1.942.165;2.024.305
LUFTHANSA         ;A SANTIAGO;DE BUENOS AIRES    ;4.447;0;0;0;0;0;0;0;0;0
 ; ;DE BRASILIA        ;0;138;0;0;0;0;0;0;0;0
 ; ;DE RIO DE JANEIRO  ;56;0;0;0;0;0;0;0;0;0
 ; ;DE SAO PAULO       ;22.456;11.726;0;0;0;0;0;0;0;0
 ; ;DE GUAYAQUIL       ;11;0;0;0;0;0;0;0;0;0
 ; ;DE FRANKFURT       ;617.538;191.610;0;0;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;LUFTHANSA         ;644.508;203.474;0;0;0;0;0;0;0;0
AIR COMET         ;A SANTIAGO;DE MADRID          ;0;0;244.595;173.384;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;AIR COMET         ;0;0;244.595;173.384;0;0;0;0;0;0
AIR EUROPA        ;A SANTIAGO;DE SALVADOR BAHIA  ;0;0;0;0;0;0;0;0;0;40.942
 ; ;DE MADRID          ;0;0;0;0;0;0;0;0;0;2.560
TOTAL;INTERNACIONAL DE;AIR EUROPA        ;0;0;0;0;0;0;0;0;0;43.502
AIR MADRID        ;A SANTIAGO;DE BUENOS AIRES    ;282;213;0;0;0;0;0;0;0;0
 ; ;DE FORTALEZA       ;0;28.388;0;0;0;0;0;0;0;0
 ; ;DE QUITO           ;0;711;0;0;0;0;0;0;0;0
 ; ;DE BARCELONA ESP.  ;1.094;0;0;0;0;0;0;0;0;0
 ; ;DE MADRID          ;129.462;268.714;0;0;0;0;0;0;0;0
 ; ;DE TENERIFE        ;13.780;21.582;0;0;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;AIR MADRID        ;144.618;319.608;0;0;0;0;0;0;0;0
IBERIA            ;A SANTIAGO;DE BUENOS AIRES    ;0;0;0;0;0;354;0;0;0;0
 ; ;DE SAO PAULO       ;0;845;0;0;0;0;0;0;0;0
 ; ;DE CARACAS         ;0;0;0;0;1.613;0;0;0;0;0
 ; ;DE BARCELONA ESP.  ;108.960;94.798;92.657;85.548;60.670;53.851;35.199;46.148;18.292;0
 ; ;DE LAS PALMAS, ESP.;0;0;3.095;0;0;0;0;0;0;0
 ; ;DE MADRID          ;642.911;867.746;939.578;997.765;999.596;938.828;984.838;1.049.751;1.173.570;1.128.341
TOTAL;INTERNACIONAL DE;IBERIA            ;751.871;963.389;1.035.330;1.083.313;1.061.879;993.033;1.020.037;1.095.899;1.191.862;1.128.341
AIR FRANCE        ;A SANTIAGO;DE BUENOS AIRES    ;28.871;32.283;4.032;0;162;300;0;0;0;0
 ; ;DE MADRID          ;0;0;2.774;0;0;0;0;0;0;0
 ; ;DE PARIS           ;363.404;474.806;676.314;803.265;797.036;783.028;1.033.745;1.243.172;1.314.999;1.231.042
TOTAL;INTERNACIONAL DE;AIR FRANCE        ;392.275;507.089;683.120;803.265;797.198;783.328;1.033.745;1.243.172;1.314.999;1.231.042
SWISSAIR          ;A SANTIAGO;DE BUENOS AIRES    ;0;0;0;77;0;0;0;0;0;0
 ; ;DE RIO DE JANEIRO  ;0;249;493;0;0;0;0;0;0;0
 ; ;DE SAO PAULO       ;0;53.884;66.067;85.411;22.324;0;0;0;0;0
 ; ;DE ZURICH          ;0;71.103;235.128;364.786;82.252;0;0;0;0;0
TOTAL;INTERNACIONAL DE;SWISSAIR          ;0;125.236;301.688;450.274;104.576;0;0;0;0;0
K.L.M.            ;A SANTIAGO;DE BUENOS AIRES    ;0;0;0;0;0;0;0;0;0;36.476
TOTAL;INTERNACIONAL DE;K.L.M.            ;0;0;0;0;0;0;0;0;0;36.476
TOTALES;LINEAS AEREAS;EUROPEAS          ;1.933.272;2.118.796;2.264.733;2.510.236;1.963.653;1.776.361;2.053.782;2.339.071;2.506.861;2.439.361
QANTAS AIRWAYS    ;A SANTIAGO;DE RIO DE JANEIRO  ;0;0;0;0;0;0;0;0;0;2.547
 ; ;DE SYDNEY          ;0;0;0;0;0;0;0;3.525;0;0
 ; ;DE SYDNEY          ;0;0;0;0;0;0;0;363.547;548.761;599.032
 ; ;DE CHRISTCHURCH N.Z;0;0;0;0;0;0;0;0;3.393;0
TOTAL;INTERNACIONAL DE;QANTAS AIRWAYS    ;0;0;0;0;0;0;0;367.072;552.154;601.579
TOTALES;LINEAS AEREAS;PACIFICO SUR      ;0;0;0;0;0;0;0;367.072;552.154;601.579
TOTAL;GENERAL;DE DATOS;8.980.464;9.601.064;10.814.373;11.243.749;10.231.086;10.689.413;12.247.197;14.610.947;14.951.117;15.524.641
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
TRAFICO INTERNACIONAL CON RELACION A CHILE;;;;;;;;;;;;
PASAJEROS-KILOMETROS (en Miles) SALIDOS DESDE CHILE;;;;;;;;;;;;
;;;;;;;;;;;;
OPERADOR;DESDE:;LLEGAN:;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014
PAL AIRLINES;DE SANTIAGO;A BUENOS AIRES    ;0;0;0;0;0;0;458;162;0;0
 ; ;A CORDOBA         ;0;0;0;0;0;293;0;0;0;0
 ; ;A MENDOZA         ;0;0;0;9;0;0;355;0;1;0
 ; ;A SAN JUAN, ARG.  ;0;0;0;0;0;0;285;0;0;0
 ; ;A USHUAIA, ARG.   ;0;0;0;1.062;0;0;0;0;0;0
 ; ;A LIMA            ;0;0;0;0;0;270;0;0;0;0
 ; ;A CUIABA, BRASIL  ;0;0;0;0;0;0;0;0;0;295
 ; ;A FLORIANAPOLIS   ;0;0;0;25.718;3.470;18.201;13.290;8.524;8.648;6.847
 ; ;A IGUASSU, BRASIL ;0;0;0;2.386;1.249;1.094;1.294;1.373;1.291;1.149
 ; ;A MACEIO, BRASIL  ;0;0;0;3.133;0;4.379;0;0;0;0
 ; ;A PORTO ALEGRE    ;0;0;0;0;0;0;0;0;0;281
 ; ;A PORTO SEGURO    ;0;0;0;2.795;0;0;0;0;0;0
 ; ;A RECIFE          ;0;0;0;9;0;0;0;0;0;0
 ; ;A RIO DE JANEIRO  ;0;0;0;5.542;0;0;0;422;408;4.961
 ; ;A SALVADOR BAHIA  ;0;0;0;5.367;0;0;0;0;0;0
 ; ;A SAO PAULO       ;0;0;0;0;0;0;0;0;3;279
 ; ;A ASUNCION        ;0;0;0;0;579;0;74;242;386;0
 ; ;A MONTEVIDEO      ;0;0;0;0;0;5;288;167;0;192
 ; ;A PTA. DEL ESTE   ;0;0;0;0;0;907;0;0;0;0
 ; ;A GUAYAQUIL       ;0;0;0;17.742;0;0;0;0;0;0
 ; ;A CALI            ;0;0;0;0;0;0;0;0;0;402
 ; ;A MOUNT PLEASANT  ;0;0;0;0;0;0;0;250;0;0
 ; ;A VARADERO        ;0;0;0;0;0;10.038;22.470;21.823;15.952;18.186
 ; ;A PUNTA CANA, R.D.;0;0;0;0;0;11.333;15.199;29.953;30.802;30.178
 ; ;A SANTO DOMINGO   ;0;0;0;0;0;5.642;14.397;0;0;0
 ; ;A CANCUN, MEX.    ;0;0;0;0;0;14.912;33.337;33.588;33.601;33.324
 ; ;A JOHANNESBURG    ;0;0;0;0;0;2.053;0;0;0;0
 ; ;A PTO. ELIZABERH  ;0;0;0;0;0;2.147;0;0;0;0
 ;DE IQUIQUE;A FLORIANAPOLIS   ;0;0;0;0;0;285;0;0;0;0
TOTAL;INTERNACIONAL DE;PAL AIRLINES;0;0;0;63.763;5.298;71.559;101.447;96.504;91.092;96.094
AEROLINEAS DEL SUR;DE SANTIAGO;A BUENOS AIRES    ;213;0;0;0;0;0;0;0;0;0
 ; ;A USHUAIA, ARG.   ;0;392;0;0;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;AEROLINEAS DEL SUR;213;392;0;0;0;0;0;0;0;0
AEROVIAS D.A.P.   ;DE SANTIAGO;A CURITIBA        ;0;0;0;0;0;0;0;0;0;142
 ; ;A ASUNCION        ;0;0;0;0;0;0;0;0;79;41
 ;DE PUNTA ARENAS;A COM. RIVADAVIA  ;0;0;0;0;0;0;0;14;1;0
 ; ;A EL CALAFATE     ;0;0;0;0;0;9;0;83;9;0
 ; ;A RIO GALLEGOS ARG;38;0;205;1;2;0;0;1;0;0
 ; ;A RIO GRANDE, ARG.;0;2;2;0;0;2;0;1;0;0
 ; ;A USHUAIA, ARG.   ;67;25;25;10;0;11;1;16;0;0
 ; ;A PTO.STANLEY     ;0;0;0;4;0;4;0;0;0;0
TOTAL;INTERNACIONAL DE;AEROVIAS D.A.P.   ;105;27;232;15;2;26;1;115;89;183
LAN AIRLINES         ;DE SANTIAGO;A BARILOCHE       ;7.690;6.920;6.688;1.506;0;0;0;0;129;0
 ; ;A BUENOS AIRES    ;388.783;376.314;389.912;313.378;211.102;245.256;366.456;365.132;361.422;419.257
 ; ;A CORDOBA         ;29.173;30.668;33.277;36.952;40.103;34.082;45.411;57.342;58.964;52.842
 ; ;A EL CALAFATE     ;0;0;0;0;0;0;0;298;0;0
 ; ;A IGUAZU, ARG.    ;0;0;0;0;0;0;149;0;0;0
 ; ;A MENDOZA         ;10.650;10.675;13.229;13.856;17.305;21.235;24.269;27.074;26.009;24.863
 ; ;A PUERTO MADRYN   ;0;8;52;0;0;0;0;0;0;0
 ; ;A RIO GALLEGOS ARG;0;4;6;212;6;6;8;6;2;321
 ; ;A ROSARIO, ARG.   ;16.922;14.530;14.638;12.091;0;0;0;0;0;0
 ; ;A SALTA, ARG.     ;182;148;36;55;57;47;60;85;112;252
 ; ;A SAN JUAN, ARG.  ;0;0;0;0;0;32;0;0;0;0
 ; ;A USHUAIA, ARG.   ;8.539;8.461;11.883;11.771;6.626;5.217;1.904;1.026;349;0
 ; ;A CHICLAYO        ;0;450;0;0;0;0;0;0;0;0
 ; ;A CUZCO, PERU     ;0;0;0;0;0;0;0;218;0;0
 ; ;A LIMA            ;223.309;279.271;317.398;364.512;427.721;458.185;460.027;720.086;738.170;700.296
 ; ;A LA PAZ          ;13.644;20.982;23.762;23.815;20.016;14.567;14.313;23.622;26.719;30.974
 ; ;A SANTA CRUZ, BOL.;0;4.374;9.100;14.512;15.822;12.632;13.590;19.558;20.585;25.968
 ; ;A BELO HORIZONTE  ;0;0;0;0;0;490;0;0;0;483
 ; ;A BRASILIA        ;626;0;0;0;0;0;0;0;0;0
 ; ;A CABO FRIO, BRASI;0;0;0;0;0;0;0;656;0;0
 ; ;A CUIABA, BRASIL  ;0;0;0;0;0;0;0;0;0;370
 ; ;A FLORIANAPOLIS   ;0;253;10.922;9.511;4.593;3.554;4.786;10.969;7.981;14.416
 ; ;A IGUASSU, BRASIL ;0;0;0;0;0;0;0;0;0;267
 ; ;A PORTO ALEGRE    ;253;0;201;0;0;0;0;0;0;0
 ; ;A RIO DE JANEIRO  ;44.248;85.030;170.641;123.143;62.154;67.799;121.004;297.050;230.161;323.611
 ; ;A SALVADOR BAHIA  ;21.941;7.595;7.724;0;885;0;0;0;0;5.437
 ; ;A SAO PAULO       ;85.222;138.091;244.843;267.336;257.911;311.813;379.687;644.730;518.554;526.766
 ; ;A ASUNCION        ;0;0;0;0;254;0;0;0;0;0
 ; ;A MONTEVIDEO      ;49.439;55.444;57.787;58.423;75.378;79.941;96.740;112.097;129.795;126.391
 ; ;A PTA. DEL ESTE   ;222;0;0;2.255;219;0;0;0;0;0
 ; ;A GUAYAQUIL       ;49.213;22.185;5.142;5.293;6.840;11.431;10.269;8.664;5.947;16.734
 ; ;A QUITO           ;68.920;27.832;0;0;0;0;492;0;0;0
 ; ;A BARRANQUILLA    ;0;0;0;0;0;0;0;0;1.017;0
 ; ;A BOGOTA          ;69.880;90.860;95.978;93.969;85.165;122.806;167.514;260.443;244.368;179.189
 ; ;A MEDELLIN        ;0;0;0;0;367;0;0;0;0;0
 ; ;A BARCELONA VENEZ.;0;0;0;0;0;0;0;868;0;0
 ; ;A CARACAS         ;77.969;73.192;76.517;78.891;67.464;63.301;70.127;69.804;83.304;34.166
 ; ;A MOUNT PLEASANT  ;0;0;0;0;0;0;0;0;2.103;2.754
 ; ;A PTO.STANLEY     ;4.841;4.811;5.394;4.217;3.184;3.396;3.876;4.714;1.138;1.058
 ; ;A LA HAVANA       ;86.517;50.448;30.501;23.369;27.947;13.006;6.334;0;0;0
 ; ;A PUNTA CANA, R.D.;70.677;62.598;53.242;61.200;73.786;55.733;55.669;83.194;78.144;79.438
 ; ;A C. DE MEXICO    ;363.924;380.897;382.136;380.040;331.763;368.226;398.582;454.265;465.124;461.105
 ; ;A CANCUN, MEX.    ;87.278;41.569;36.717;45.207;38.804;48.054;63.091;91.589;101.160;96.013
 ; ;A TORONTO         ;0;0;0;12.040;36.821;31.929;11.840;0;0;0
 ; ;A LOS ANGELES     ;300.408;310.035;398.811;432.962;302.572;272.336;272.507;222.408;277.293;221.249
 ; ;A LOS ANGELES, US.;0;0;0;0;0;0;0;0;0;38.641
 ; ;A MIAMI           ;424.548;441.879;462.743;455.963;480.114;555.632;583.614;716.741;742.229;758.788
 ; ;A NUEVA YORK      ;180.091;196.523;251.323;319.640;348.345;367.880;480.683;413.642;407.714;429.957
 ; ;A ORLANDO, US.    ;0;0;0;0;0;0;0;10.761;11.252;0
 ; ;A FRANKFURT       ;196.084;220.449;209.603;182.214;176.870;174.064;163.641;190.957;97.413;144.524
 ; ;A MADRID          ;720.194;694.683;732.157;752.977;734.310;815.856;819.122;744.570;752.474;753.588
 ; ;A PARIS           ;0;0;0;0;0;24.914;36.975;0;0;0
 ; ;A ROMA            ;2.662;0;0;0;0;0;0;0;0;0
 ; ;A CAPE TOWN       ;0;0;0;0;0;5.650;0;0;0;0
 ; ;A JOHANNESBURG    ;0;0;0;0;0;5.514;0;0;0;0
 ; ;A NELSPRUIT       ;0;0;0;0;0;1.723;0;0;0;0
 ; ;A SYDNEY          ;278.059;334.178;410.010;438.302;373.126;343.825;362.017;503.093;296.546;363.275
 ; ;A AUCKLAND N.Z.   ;233.197;325.808;341.147;385.880;349.771;348.749;350.022;332.474;395.218;438.012
 ; ;A PAPEETE         ;47.724;60.840;65.151;59.239;52.012;53.842;41.115;41.995;37.366;34.719
 ;DE ARICA;A AREQUIPA        ;0;0;0;0;0;0;0;39;0;0
 ; ;A LIMA            ;0;137;0;0;0;0;0;0;0;0
 ; ;A LA PAZ          ;854;380;0;0;0;0;0;0;0;0
 ;DE IQUIQUE;A SALTA, ARG.     ;606;467;499;668;662;695;1.164;1.427;2.130;1.620
 ; ;A LIMA            ;0;227;0;0;7.895;3.238;0;0;120;0
 ; ;A LA PAZ          ;1.933;1.550;1.796;1.511;1.814;2.783;2.622;3.163;3.082;3.823
 ; ;A SANTA CRUZ, BOL.;0;1.280;2.853;2.963;4.112;7.718;8.343;7.794;8.131;7.079
 ;DE ANTOFAGASTA;A MENDOZA         ;0;0;0;0;0;0;69;0;0;0
 ; ;A SALTA, ARG.     ;50;48;99;0;0;0;0;0;0;0
 ; ;A SANTA CRUZ, BOL.;0;0;78;0;0;0;0;0;0;0
 ;DE CALAMA;A MENDOZA         ;0;0;0;0;0;202;0;0;0;0
 ; ;A LA PAZ          ;0;0;0;25;0;0;0;29;0;0
 ;DE LA SERENA;A FLORIANAPOLIS   ;0;0;0;0;0;0;0;0;0;367
 ;DE ISLA DE PASCUA;A LIMA            ;0;0;0;0;0;0;16.022;47.221;7.434;0
 ; ;A PAPEETE         ;34.129;35.972;34.006;33.615;33.458;30.421;15.242;15.616;15.353;16.873
 ;DE CONCEPCION;A FLORIANAPOLIS   ;0;0;0;0;0;0;0;0;0;419
 ;DE PUERTO MONTT;A BARILOCHE       ;91;73;62;25;4;0;0;0;0;0
 ; ;A PUERTO MADRYN   ;0;0;28;0;0;0;0;0;0;0
 ; ;A USHUAIA, ARG.   ;585;785;566;0;0;0;0;0;0;0
 ; ;A PTO.STANLEY     ;315;293;152;0;0;0;0;0;0;0
 ;DE BALMACEDA;A USHUAIA, ARG.   ;9;0;0;0;0;0;0;0;0;0
 ;DE PUNTA ARENAS;A BARILOCHE       ;0;57;0;0;0;0;0;0;0;0
 ; ;A BUENOS AIRES    ;273;0;0;0;0;0;0;0;0;0
 ; ;A PUERTO MADRYN   ;0;5;699;0;0;0;0;0;0;0
 ; ;A RIO GALLEGOS ARG;0;0;1;2;0;4;3;1;1;1
 ; ;A USHUAIA, ARG.   ;638;602;714;619;365;199;0;0;34;0
 ; ;A MOUNT PLEASANT  ;0;0;28;0;0;0;0;0;886;1.457
 ; ;A PTO.STANLEY     ;882;1.004;1.411;1.369;1.341;1.422;1.192;1.475;404;455
TOTAL;INTERNACIONAL DE;LAN AIRLINES         ;4.203.394;4.420.885;4.911.663;5.025.528;4.679.064;4.989.405;5.470.551;6.506.896;6.156.337;6.337.818
LAN EXPRESS       ;DE SANTIAGO;A BARILOCHE       ;0;109;0;0;0;0;0;0;0;0
 ; ;A BUENOS AIRES    ;0;0;0;0;0;0;0;4.796;0;0
 ; ;A CORDOBA         ;0;0;0;0;0;0;102;0;0;0
 ; ;A LIMA            ;0;0;0;0;0;0;0;8.036;0;0
 ; ;A COCHABAMBA      ;0;0;0;0;222;0;0;0;0;0
 ; ;A RIO DE JANEIRO  ;76.325;88.357;84.027;82.407;106.454;93.507;97.441;179;0;0
 ; ;A SAO PAULO       ;69.498;81.045;75.115;100.593;74.438;79.634;99.871;406;0;0
 ; ;A BOGOTA          ;0;0;0;0;0;0;13;0;0;0
 ; ;A PTO.STANLEY     ;0;0;0;5;0;0;0;0;0;0
 ;DE IQUIQUE;A MENDOZA         ;0;0;0;0;85;0;0;0;0;0
 ;DE PUERTO MONTT;A MENDOZA         ;0;0;0;0;0;11;0;0;0;0
 ;DE PUNTA ARENAS;A MENDOZA         ;0;0;0;0;0;32;0;0;0;0
 ; ;A PTO.STANLEY     ;0;0;0;25;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;LAN EXPRESS       ;145.823;169.511;159.142;183.030;181.199;173.184;197.427;13.417;0;0
SKY AIRLINE       ;DE SANTIAGO;A BARILOCHE       ;440;0;280;0;0;0;0;137;57;0
 ; ;A BUENOS AIRES    ;1.976;2.230;804;530;0;5.280;56.600;63.667;93.338;100.576
 ; ;A EL CALAFATE     ;0;0;0;0;0;563;0;0;0;0
 ; ;A IGUAZU, ARG.    ;0;0;0;367;0;0;0;0;0;0
 ; ;A MAR DEL PLATA   ;0;0;0;0;0;0;0;0;242;0
 ; ;A MENDOZA         ;14;0;17;12;19;0;353;0;0;0
 ; ;A SAN JUAN, ARG.  ;0;0;0;0;0;0;113;0;0;0
 ; ;A SAN LUIS        ;0;0;0;0;0;0;0;0;390;0
 ; ;A USHUAIA, ARG.   ;0;0;266;0;0;0;0;0;0;0
 ; ;A AREQUIPA        ;0;0;239;4.475;4.182;4.531;4.596;5.578;2.558;0
 ; ;A LIMA            ;152;0;0;0;0;7.392;47.700;63.774;82.684;102.174
 ; ;A LA PAZ          ;0;0;0;0;3.318;11.279;16.251;18.546;21.705;26.008
