TRAFICO INTERNACIONAL CON RELACION A CHILE;;;;;;;;;;;;;
TOTALES POR OPERADORES A„O 2017;;;;;;;;;;;;;
TRAFICO DE PASAJEROS LLEGADOS A CHILE;;;;;;;;;;;;;
;;;;;;;;;;;;;
OPERADORES;ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SEP;OCT;NOV;DIC;TOTAL
BRITISH AIRWAYS   ;104.792;129.413;78.951;158.498;276.473;210.991;0;0;0;0;0;0;959.118
K.L.M.            ;243.101;281.426;278.029;260.298;405.423;295.998;0;0;0;0;0;0;1.764.275
MARTINAIR HOLLAND ;582.245;629.636;714.621;704.661;689.176;566.244;0;0;0;0;0;0;3.886.583
EUROPEAS          ;2.064.688;2.128.901;2.294.252;2.288.288;2.482.394;2.327.821;0;0;0;0;0;0;13.586.344
KOREAN AIR        ;505.377;434.280;435.138;321.616;431.273;766.233;0;0;0;0;0;0;2.893.917
ASIATICAS         ;505.377;434.280;435.138;321.616;431.273;766.233;0;0;0;0;0;0;2.893.917
QANTAS AIRWAYS    ;221.703;169.522;165.225;164.367;162.976;177.314;0;0;0;0;0;0;1.061.107
PACIFICO SUR      ;221.703;169.522;165.225;164.367;162.976;177.314;0;0;0;0;0;0;1.061.107
TOTAL GENERAL;26.479.413;24.917.226;25.871.855;24.765.852;23.969.219;24.270.497;0;0;0;0;0;0;150.274.062
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
TRAFICO INTERNACIONAL CON RELACION A CHILE;;;;;;;;;;;;;
TOTALES POR OPERADORES A„O 2017;;;;;;;;;;;;;
TRAFICO DE PASAJEROS-KILOMETROS (en Miles) LLEGADOS A CHILE;;;;;;;;;;;;;
;;;;;;;;;;;;;
OPERADORES;ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SEP;OCT;NOV;DIC;TOTAL
AEROVIAS D.A.P.   ;435;372;37;144;84;0;0;0;0;0;0;0;1.072
CHILEJET S.A.     ;3.302;0;0;0;0;0;0;0;0;0;0;0;3.302
LATAM AIRLINES GROUP         ;747.128;722.722;756.979;646.473;693.138;672.909;0;0;0;0;0;0;4.239.352
LATAM AIRLINES CHILE       ;2.972;4.667;6.347;7.635;5.434;5.005;0;0;0;0;0;0;32.060
LATIN AMERICAN WINGS;10.259;16.480;20.429;21.061;21.890;22.955;0;0;0;0;0;0;113.075
ONE SPA           ;0;0;330;60;0;0;0;0;0;0;0;0;390
SKY AIRLINE       ;49.247;46.876;37.140;32.475;34.036;31.257;0;0;0;0;0;0;231.029
CHILENAS          ;813.343;791.117;821.262;707.848;754.582;732.126;0;0;0;0;0;0;4.620.280
AEROL. ARGENTINAS ;24.586;20.709;23.187;25.892;25.089;26.089;0;0;0;0;0;0;145.552
AUSTRAL           ;286;344;319;398;221;276;0;0;0;0;0;0;1.843
LATAM AIRLINES ARGENTINA     ;4.022;4.588;3.488;4.440;4.557;3.967;0;0;0;0;0;0;25.061
LATAM AIRLINES PERU          ;54.415;49.420;24.747;38.047;36.650;35.223;0;0;0;0;0;0;238.501
AMASZONAS S.A.    ;678;335;364;303;298;292;0;0;0;0;0;0;2.269
GOL TRANS         ;23.671;29.696;26.142;20.562;18.961;21.536;0;0;0;0;0;0;140.568
LATAM AIRLINES BRASIL;127.636;137.926;101.190;95.474;93.519;101.324;0;0;0;0;0;0;657.068
AMASZONAS PARAGUAY;631;577;674;562;905;900;0;0;0;0;0;0;4.249
LATAM AIRLINES PARAGUAY            ;2.740;2.437;2.606;3.325;3.198;3.424;0;0;0;0;0;0;17.730
LATAM AIRLINES ECUADOR       ;17.414;17.681;17.828;10.513;9.330;8.905;0;0;0;0;0;0;81.671
AVIANCA           ;60.554;56.218;59.989;50.989;60.256;56.778;0;0;0;0;0;0;344.784
L.A.C.S.A.        ;13.490;12.740;12.986;10.965;13.365;10.099;0;0;0;0;0;0;73.645
C.O.P.A.          ;109.717;108.665;105.455;93.678;107.867;105.215;0;0;0;0;0;0;630.599
AEROMEXICO        ;35.475;40.364;46.485;34.322;42.440;30.863;0;0;0;0;0;0;229.950
LATINOAMERICANAS  ;475.315;481.700;425.460;389.470;416.656;404.891;0;0;0;0;0;0;2.593.490
AIR CANADA        ;71.515;53.190;43.495;24.135;22.588;26.623;0;0;0;0;0;0;241.544
AMERICAN AIRLINES ;93.810;95.011;92.595;61.420;73.536;66.918;0;0;0;0;0;0;483.291
DELTA AIRLINES    ;42.496;43.154;43.632;30.983;37.139;34.335;0;0;0;0;0;0;231.741
UNITED AIRLINES   ;36.230;37.470;39.296;30.391;31.728;25.228;0;0;0;0;0;0;200.342
NORTEAMERICANAS   ;244.051;228.825;219.018;146.929;164.991;153.104;0;0;0;0;0;0;1.156.918
IBERIA            ;106.693;99.464;92.235;75.420;80.946;100.578;0;0;0;0;0;0;555.335
AIR FRANCE        ;129.435;119.334;117.025;93.312;94.747;109.502;0;0;0;0;0;0;663.355
ALITALIA          ;64.667;65.416;44.395;45.405;42.541;57.431;0;0;0;0;0;0;319.855
BRITISH AIRWAYS   ;35.436;35.878;36.402;21.136;23.942;31.360;0;0;0;0;0;0;184.154
K.L.M.            ;40.309;20.844;26.623;19.586;20.168;18.436;0;0;0;0;0;0;145.966
EUROPEAS          ;376.540;340.936;316.680;254.859;262.344;317.307;0;0;0;0;0;0;1.868.665
QANTAS AIRWAYS    ;74.868;61.311;66.423;59.656;44.036;46.292;0;0;0;0;0;0;352.587
PACIFICO SUR      ;74.868;61.311;66.423;59.656;44.036;46.292;0;0;0;0;0;0;352.587
TOTAL GENERAL;1.984.117;1.903.889;1.848.843;1.558.762;1.642.609;1.653.720;0;0;0;0;0;0;10.591.940
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
TRAFICO INTERNACIONAL CON RELACION A CHILE;;;;;;;;;;;;;
TOTALES POR OPERADORES A„O 2017;;;;;;;;;;;;;
TRAFICO DE PASAJEROS-KILOMETROS (en Miles) SALIDOS DESDE CHILE;;;;;;;;;;;;;
;;;;;;;;;;;;;
OPERADORES;ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SEP;OCT;NOV;DIC;TOTAL
AEROVIAS D.A.P.   ;362;441;108;97;81;0;0;0;0;0;0;0;1.089
CHILEJET S.A.     ;3.425;0;0;0;0;0;0;0;0;0;0;0;3.425
LATAM AIRLINES GROUP         ;822.182;696.765;720.211;699.588;700.108;666.695;0;0;0;0;0;0;4.305.556
LATAM AIRLINES CHILE       ;5.446;5.953;7.228;3.749;6.702;860;0;0;0;0;0;0;29.938
LATIN AMERICAN WINGS;10.719;11.857;7.861;8.830;9.175;10.424;0;0;0;0;0;0;58.867
ONE SPA           ;0;0;495;38;0;0;0;0;0;0;0;0;533
SKY AIRLINE       ;51.879;45.571;33.484;32.995;33.298;30.567;0;0;0;0;0;0;227.798
CHILENAS          ;894.013;760.587;769.387;745.297;749.364;708.546;0;0;0;0;0;0;4.627.206
AEROL. ARGENTINAS ;22.966;21.280;23.712;24.986;24.777;24.335;0;0;0;0;0;0;142.055
AUSTRAL           ;278;359;336;434;326;303;0;0;0;0;0;0;2.035
LATAM AIRLINES ARGENTINA     ;3.420;4.763;4.047;4.209;4.254;4.484;0;0;0;0;0;0;25.178
LATAM AIRLINES PERU          ;55.887;45.257;24.565;39.715;38.465;35.746;0;0;0;0;0;0;239.636
AMASZONAS S.A.    ;752;374;353;315;298;265;0;0;0;0;0;0;2.359
GOL TRANS         ;35.320;25.406;24.180;20.789;19.357;19.527;0;0;0;0;0;0;144.579
LATAM AIRLINES BRASIL;147.590;124.615;94.000;94.733;92.751;93.630;0;0;0;0;0;0;647.317
AMASZONAS PARAGUAY;536;581;723;573;917;952;0;0;0;0;0;0;4.281
LATAM AIRLINES PARAGUAY            ;2.514;2.517;2.495;2.900;3.121;2.981;0;0;0;0;0;0;16.527
LATAM AIRLINES ECUADOR       ;18.897;15.144;11.463;11.596;10.395;9.830;0;0;0;0;0;0;77.325
AVIANCA           ;62.567;51.465;48.437;50.786;57.946;49.830;0;0;0;0;0;0;321.031
L.A.C.S.A.        ;14.036;11.432;11.233;11.223;12.423;10.746;0;0;0;0;0;0;71.092
C.O.P.A.          ;124.262;101.645;77.274;88.460;93.006;83.713;0;0;0;0;0;0;568.359
AEROMEXICO        ;45.695;36.859;42.156;37.498;42.716;31.766;0;0;0;0;0;0;236.690
LATINOAMERICANAS  ;534.720;441.697;364.974;388.217;400.752;368.108;0;0;0;0;0;0;2.498.464
AIR CANADA        ;72.624;52.447;49.220;31.943;48.311;57.697;0;0;0;0;0;0;312.243
AMERICAN AIRLINES ;119.635;81.876;78.032;75.378;70.729;65.768;0;0;0;0;0;0;491.419
DELTA AIRLINES    ;47.376;38.533;42.481;40.954;39.082;34.453;0;0;0;0;0;0;242.878
UNITED AIRLINES   ;47.337;35.478;37.620;37.846;31.555;27.415;0;0;0;0;0;0;217.251
NORTEAMERICANAS   ;286.972;208.334;207.353;186.121;189.677;185.333;0;0;0;0;0;0;1.263.791
IBERIA            ;106.468;95.544;97.568;98.478;106.072;101.895;0;0;0;0;0;0;606.025
AIR FRANCE        ;129.832;114.727;124.758;117.795;118.949;116.103;0;0;0;0;0;0;722.165
ALITALIA          ;77.311;55.280;46.154;66.794;67.745;65.131;0;0;0;0;0;0;378.414
BRITISH AIRWAYS   ;35.459;34.341;39.022;35.797;39.116;37.031;0;0;0;0;0;0;220.766
K.L.M.            ;26.144;28.095;34.290;21.143;16.228;21.156;0;0;0;0;0;0;147.057
EUROPEAS          ;375.214;327.987;341.792;340.007;348.110;341.316;0;0;0;0;0;0;2.074.427
QANTAS AIRWAYS    ;78.472;57.638;66.706;60.302;44.036;42.778;0;0;0;0;0;0;349.934
PACIFICO SUR      ;78.472;57.638;66.706;60.302;44.036;42.778;0;0;0;0;0;0;349.934
TOTAL GENERAL;2.169.391;1.796.243;1.750.212;1.719.944;1.731.939;1.646.081;0;0;0;0;0;0;10.813.822
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
TRAFICO INTERNACIONAL CON RELACION A CHILE;;;;;;;;;;;;;
TOTALES POR OPERADORES A„O 2017;;;;;;;;;;;;;
TRAFICO DE PASAJEROS-KILOMETROS (en Miles) TOTALES (Llegados+Salidos) CON CHILE;;;;;;;;;;;;;
;;;;;;;;;;;;;
OPERADORES;ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SEP;OCT;NOV;DIC;TOTAL
AEROVIAS D.A.P.   ;797;813;145;240;165;0;0;0;0;0;0;0;2.161
CHILEJET S.A.     ;6.728;0;0;0;0;0;0;0;0;0;0;0;6.728
LATAM AIRLINES GROUP         ;1.569.312;1.419.487;1.477.189;1.346.062;1.393.248;1.339.607;0;0;0;0;0;0;8.544.903
LATAM AIRLINES CHILE       ;8.418;10.620;13.577;11.383;12.138;5.865;0;0;0;0;0;0;61.999
LATIN AMERICAN WINGS;20.978;28.338;28.291;29.892;31.065;33.379;0;0;0;0;0;0;171.942
ONE SPA           ;0;0;826;98;0;0;0;0;0;0;0;0;924
SKY AIRLINE       ;101.125;92.447;70.626;65.471;67.333;61.824;0;0;0;0;0;0;458.826
CHILENAS          ;1.707.358;1.551.705;1.590.654;1.453.146;1.503.949;1.440.675;0;0;0;0;0;0;9.247.483
AEROL. ARGENTINAS ;47.552;41.989;46.898;50.878;49.865;50.424;0;0;0;0;0;0;287.607
AUSTRAL           ;564;703;655;831;547;579;0;0;0;0;0;0;3.878
LATAM AIRLINES ARGENTINA     ;7.442;9.351;7.534;8.648;8.811;8.451;0;0;0;0;0;0;50.239
LATAM AIRLINES PERU          ;110.302;94.676;49.312;77.761;75.115;70.970;0;0;0;0;0;0;478.136
AMASZONAS S.A.    ;1.430;709;718;618;595;557;0;0;0;0;0;0;4.626
GOL TRANS         ;58.990;55.104;50.322;41.351;38.318;41.063;0;0;0;0;0;0;285.148
LATAM AIRLINES BRASIL;275.226;262.541;195.190;190.208;186.269;194.952;0;0;0;0;0;0;1.304.386
AMASZONAS PARAGUAY;1.167;1.157;1.397;1.134;1.822;1.852;0;0;0;0;0;0;8.530
LATAM AIRLINES PARAGUAY            ;5.253;4.953;5.101;6.225;6.319;6.405;0;0;0;0;0;0;34.257
LATAM AIRLINES ECUADOR       ;36.311;32.825;29.291;22.110;19.724;18.735;0;0;0;0;0;0;158.996
AVIANCA           ;123.121;107.683;108.426;101.775;118.203;106.608;0;0;0;0;0;0;665.815
L.A.C.S.A.        ;27.526;24.172;24.219;22.188;25.788;20.845;0;0;0;0;0;0;144.737
C.O.P.A.          ;233.979;210.310;182.729;182.138;200.873;188.928;0;0;0;0;0;0;1.198.958
AEROMEXICO        ;81.170;77.223;88.642;71.820;85.156;62.628;0;0;0;0;0;0;466.640
LATINOAMERICANAS  ;1.010.033;923.396;790.434;777.685;817.405;772.997;0;0;0;0;0;0;5.091.953
AIR CANADA        ;144.139;105.637;92.715;56.078;70.899;84.319;0;0;0;0;0;0;553.787
AMERICAN AIRLINES ;213.446;176.887;170.628;136.798;144.266;132.686;0;0;0;0;0;0;974.710
DELTA AIRLINES    ;89.872;81.688;86.113;71.937;76.221;68.788;0;0;0;0;0;0;474.619
UNITED AIRLINES   ;83.567;72.948;76.916;68.236;63.284;52.643;0;0;0;0;0;0;417.594
NORTEAMERICANAS   ;531.024;437.160;426.372;333.049;354.670;338.436;0;0;0;0;0;0;2.420.710
IBERIA            ;213.161;195.008;189.803;173.898;187.018;202.473;0;0;0;0;0;0;1.161.360
AIR FRANCE        ;259.267;234.061;241.783;211.107;213.696;225.605;0;0;0;0;0;0;1.385.520
ALITALIA          ;141.978;120.696;90.548;112.199;110.286;122.561;0;0;0;0;0;0;698.269
BRITISH AIRWAYS   ;70.895;70.219;75.425;56.932;63.058;68.391;0;0;0;0;0;0;404.920
K.L.M.            ;66.453;48.939;60.913;40.729;36.396;39.592;0;0;0;0;0;0;293.023
EUROPEAS          ;751.754;668.923;658.472;594.865;610.454;658.622;0;0;0;0;0;0;3.943.092
QANTAS AIRWAYS    ;153.340;118.949;133.130;119.958;88.073;89.070;0;0;0;0;0;0;702.521
PACIFICO SUR      ;153.340;118.949;133.130;119.958;88.073;89.070;0;0;0;0;0;0;702.521
TOTAL GENERAL;4.153.509;3.700.133;3.599.062;3.278.703;3.374.551;3.299.800;0;0;0;0;0;0;21.405.759
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
TRAFICO INTERNACIONAL CON RELACION A CHILE;;;;;;;;;;;;;
TOTALES POR OPERADORES A„O 2017;;;;;;;;;;;;;
TRAFICO DE TONELADAS DE CARGA-KILOMETROS (en Miles) LLEGADAS A CHILE;;;;;;;;;;;;;
;;;;;;;;;;;;;
OPERADORES;ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SEP;OCT;NOV;DIC;TOTAL
LATAM CARGO           ;3.571;4.505;7.320;7.573;7.760;7.428;0;0;0;0;0;0;38.158
LATAM AIRLINES GROUP         ;18.700;17.129;20.775;20.598;22.017;21.046;0;0;0;0;0;0;120.260
LATAM AIRLINES CHILE       ;37;50;172;242;87;156;0;0;0;0;0;0;743
SKY AIRLINE       ;28;29;23;42;51;18;0;0;0;0;0;0;190
CHILENAS          ;22.336;21.713;28.290;28.455;29.915;28.648;0;0;0;0;0;0;159.351
AEROL. ARGENTINAS ;19;26;23;23;32;26;0;0;0;0;0;0;149
LATAM AIRLINES PERU          ;85;78;22;106;56;40;0;0;0;0;0;0;388
LATAM CARGO BRASIL;624;612;888;853;1.045;942;0;0;0;0;0;0;4.963
GOL TRANS         ;71;139;123;126;121;95;0;0;0;0;0;0;674
OCEANAIR LINHAS AEREAS;2.747;1.925;2.254;2.344;2.443;2.070;0;0;0;0;0;0;13.784
LATAM AIRLINES BRASIL;768;986;794;442;865;927;0;0;0;0;0;0;4.781
LATAM AIRLINES PARAGUAY            ;15;16;10;5;25;12;0;0;0;0;0;0;83
LATAM AIRLINES ECUADOR       ;22;27;18;9;28;67;0;0;0;0;0;0;171
AVIANCA           ;932;1.187;1.042;1.364;1.142;1.178;0;0;0;0;0;0;6.844
L.A.C.S.A.        ;63;57;27;38;6;7;0;0;0;0;0;0;198
AEROMEXICO        ;1.341;1.374;1.805;1.812;2.288;1.783;0;0;0;0;0;0;10.403
LATINOAMERICANAS  ;6.687;6.427;7.006;7.122;8.051;7.147;0;0;0;0;0;0;42.438
AIR CANADA        ;2.051;1.876;1.680;1.350;1.399;1.785;0;0;0;0;0;0;10.143
AMERICAN AIRLINES ;3.622;3.115;3.517;3.568;3.867;3.966;0;0;0;0;0;0;21.654
ATLAS AIR INC.    ;8.482;7.483;7.883;7.789;7.290;9.585;0;0;0;0;0;0;48.513
DELTA AIRLINES    ;372;410;353;365;326;426;0;0;0;0;0;0;2.252
FLORIDA WEST AIRLINES;925;1.265;0;0;0;0;0;0;0;0;0;0;2.190
SKY LEASE CARGO   ;5.238;4.732;4.566;3.672;1.774;1.583;0;0;0;0;0;0;21.565
UNITED AIRLINES   ;1.364;1.261;1.283;1.496;1.385;1.551;0;0;0;0;0;0;8.340
UPS UNITED PARCEL SERVICE;511;534;570;448;468;923;0;0;0;0;0;0;3.452
NORTEAMERICANAS   ;22.565;20.676;19.852;18.688;16.509;19.819;0;0;0;0;0;0;118.109
IBERIA            ;2.674;3.608;3.871;3.616;3.664;3.985;0;0;0;0;0;0;21.417
AIR FRANCE        ;2.048;1.087;1.867;2.216;2.326;1.573;0;0;0;0;0;0;11.116
ALITALIA          ;1.013;588;1.688;1.899;1.466;1.852;0;0;0;0;0;0;8.505
BRITISH AIRWAYS   ;474;472;834;1.351;2.073;1.481;0;0;0;0;0;0;6.686
K.L.M.            ;1.605;1.382;1.679;1.663;2.168;1.703;0;0;0;0;0;0;10.201
MARTINAIR HOLLAND ;6.553;6.629;7.426;7.421;7.603;6.115;0;0;0;0;0;0;41.748
EUROPEAS          ;14.367;13.766;17.365;18.166;19.300;16.709;0;0;0;0;0;0;99.673
KOREAN AIR        ;156;776;617;591;984;1.599;0;0;0;0;0;0;4.722
ASIATICAS         ;156;776;617;591;984;1.599;0;0;0;0;0;0;4.722
QANTAS AIRWAYS    ;1.557;1.004;1.533;1.261;1.300;1.265;0;0;0;0;0;0;7.921
PACIFICO SUR      ;1.557;1.004;1.533;1.261;1.300;1.265;0;0;0;0;0;0;7.921
TOTAL GENERAL;67.668;64.362;74.663;74.283;76.059;75.187;0;0;0;0;0;0;432.214
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
TRAFICO INTERNACIONAL CON RELACION A CHILE;;;;;;;;;;;;;
TOTALES POR OPERADORES A„O 2017;;;;;;;;;;;;;
TRAFICO DE TONELADAS DE CARGA-KILOMETROS (en Miles) SALIDAS DESDE CHILE;;;;;;;;;;;;;
;;;;;;;;;;;;;
OPERADORES;ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SEP;OCT;NOV;DIC;TOTAL
LATAM CARGO           ;7.818;5.001;3.488;3.118;4.392;2.557;0;0;0;0;0;0;26.374
LATAM AIRLINES GROUP         ;36.109;32.720;31.438;32.979;29.800;28.895;0;0;0;0;0;0;191.946
LATAM AIRLINES CHILE       ;89;346;386;21;286;199;0;0;0;0;0;0;1.325
SKY AIRLINE       ;62;61;83;78;96;121;0;0;0;0;0;0;502
CHILENAS          ;44.078;38.128;35.395;36.196;34.574;31.772;0;0;0;0;0;0;220.147
AEROL. ARGENTINAS ;10;8;5;18;16;26;0;0;0;0;0;0;82
AUSTRAL           ;0;0;0;0;1;0;0;0;0;0;0;0;1
LATAM AIRLINES ARGENTINA     ;0;0;0;0;0;0;0;0;0;0;0;0;1
LATAM AIRLINES PERU          ;1;1;2;2;0;2;0;0;0;0;0;0;8
LATAM CARGO BRASIL;1.512;1.730;2.038;2.001;1.946;1.946;0;0;0;0;0;0;11.174
GOL TRANS         ;21;8;15;18;2;7;0;0;0;0;0;0;72
OCEANAIR LINHAS AEREAS;2.452;3.174;2.359;1.379;1.568;1.399;0;0;0;0;0;0;12.328
LATAM AIRLINES BRASIL;1.614;1.398;1.045;661;1.297;1.457;0;0;0;0;0;0;7.473
LATAM AIRLINES PARAGUAY            ;24;15;26;14;26;31;0;0;0;0;0;0;137
LATAM AIRLINES ECUADOR       ;21;9;17;7;16;23;0;0;0;0;0;0;92
AVIANCA           ;1.339;1.177;984;790;889;1.395;0;0;0;0;0;0;6.574
L.A.C.S.A.        ;56;27;47;37;24;27;0;0;0;0;0;0;219
C.O.P.A.          ;191;373;128;93;88;87;0;0;0;0;0;0;960
AEROMEXICO        ;2.934;2.732;2.936;3.189;2.087;2.268;0;0;0;0;0;0;16.145
LATINOAMERICANAS  ;10.175;10.652;9.602;8.209;7.960;8.668;0;0;0;0;0;0;55.266
AIR CANADA        ;2.552;2.734;1.797;1.288;1.334;1.531;0;0;0;0;0;0;11.236
AMERICAN AIRLINES ;6.357;6.302;7.319;6.128;5.604;6.033;0;0;0;0;0;0;37.744
ATLAS AIR INC.    ;15.945;14.715;18.292;19.019;15.632;14.311;0;0;0;0;0;0;97.915
DELTA AIRLINES    ;2.092;1.765;1.496;2.446;1.583;1.675;0;0;0;0;0;0;11.057
FLORIDA WEST AIRLINES;679;885;0;0;0;0;0;0;0;0;0;0;1.564
SKY LEASE CARGO   ;6.790;4.226;5.547;1.802;221;1.021;0;0;0;0;0;0;19.608
UNITED AIRLINES   ;1.643;1.785;1.447;1.451;1.480;1.779;0;0;0;0;0;0;9.585
UPS UNITED PARCEL SERVICE;35;25;15;3;2;17;0;0;0;0;0;0;97
NORTEAMERICANAS   ;36.093;32.437;35.913;32.137;25.856;26.367;0;0;0;0;0;0;188.806
IBERIA            ;4.012;3.538;3.157;3.009;2.368;2.255;0;0;0;0;0;0;18.340
AIR FRANCE        ;1.670;2.158;2.563;1.566;2.063;3.126;0;0;0;0;0;0;13.147
ALITALIA          ;1.263;1.112;529;739;576;1.345;0;0;0;0;0;0;5.564
BRITISH AIRWAYS   ;746;1.035;85;495;1.146;976;0;0;0;0;0;0;4.483
K.L.M.            ;952;1.524;1.131;941;1.290;1.124;0;0;0;0;0;0;6.963
MARTINAIR HOLLAND ;369;393;877;891;549;611;0;0;0;0;0;0;3.690
EUROPEAS          ;9.012;9.760;8.342;7.641;7.992;9.437;0;0;0;0;0;0;52.187
KOREAN AIR        ;12.643;9.376;5.750;3.881;4.553;8.797;0;0;0;0;0;0;45.001
ASIATICAS         ;12.643;9.376;5.750;3.881;4.553;8.797;0;0;0;0;0;0;45.001
QANTAS AIRWAYS    ;956;917;339;603;547;745;0;0;0;0;0;0;4.107
PACIFICO SUR      ;956;917;339;603;547;745;0;0;0;0;0;0;4.107
TOTAL GENERAL;112.957;101.270;95.341;88.667;81.482;85.786;0;0;0;0;0;0;565.514
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
TRAFICO INTERNACIONAL CON RELACION A CHILE;;;;;;;;;;;;;
TOTALES POR OPERADORES A„O 2017;;;;;;;;;;;;;
TRAFICO DE TONELADAS DE CARGA-KILOMETROS (en Miles) TOTALES (Llegadas+Salidas) CON CHILE;;;;;;;;;;;;;
;;;;;;;;;;;;;
OPERADORES;ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SEP;OCT;NOV;DIC;TOTAL
LATAM CARGO           ;11.390;9.507;10.807;10.689;12.153;9.984;0;0;0;0;0;0;64.530
LATAM AIRLINES GROUP         ;54.813;49.844;52.213;53.575;51.819;49.941;0;0;0;0;0;0;312.210
LATAM AIRLINES CHILE       ;125;396;558;262;373;355;0;0;0;0;0;0;2.068
SKY AIRLINE       ;89;90;105;120;148;140;0;0;0;0;0;0;691
CHILENAS          ;66.417;59.837;63.683;64.646;64.493;60.420;0;0;0;0;0;0;379.499
AEROL. ARGENTINAS ;29;34;28;41;48;51;0;0;0;0;0;0;231
AUSTRAL           ;0;0;0;0;1;0;0;0;0;0;0;0;1
LATAM AIRLINES ARGENTINA     ;0;0;0;0;0;0;0;0;0;0;0;0;1
LATAM AIRLINES PERU          ;85;79;25;108;57;42;0;0;0;0;0;0;396
LATAM CARGO BRASIL;2.136;2.342;2.926;2.854;2.992;2.888;0;0;0;0;0;0;16.138
GOL TRANS         ;92;147;138;144;123;102;0;0;0;0;0;0;746
OCEANAIR LINHAS AEREAS;5.199;5.099;4.612;3.722;4.011;3.469;0;0;0;0;0;0;26.112
LATAM AIRLINES BRASIL;2.382;2.383;1.839;1.102;2.161;2.384;0;0;0;0;0;0;12.253
LATAM AIRLINES PARAGUAY            ;39;31;35;19;51;44;0;0;0;0;0;0;220
LATAM AIRLINES ECUADOR       ;43;36;35;16;44;90;0;0;0;0;0;0;264
AVIANCA           ;2.271;2.364;2.026;2.154;2.031;2.573;0;0;0;0;0;0;13.418
L.A.C.S.A.        ;120;84;74;75;30;34;0;0;0;0;0;0;417
C.O.P.A.          ;191;373;128;93;88;87;0;0;0;0;0;0;960
AEROMEXICO        ;4.275;4.106;4.741;5.001;4.374;4.050;0;0;0;0;0;0;26.547
LATINOAMERICANAS  ;16.862;17.078;16.607;15.329;16.011;15.814;0;0;0;0;0;0;97.704
AIR CANADA        ;4.602;4.612;3.477;2.639;2.734;3.315;0;0;0;0;0;0;21.378
AMERICAN AIRLINES ;9.979;9.417;10.836;9.696;9.472;9.999;0;0;0;0;0;0;59.398
ATLAS AIR INC.    ;24.428;22.198;26.175;26.809;22.922;23.896;0;0;0;0;0;0;146.427
DELTA AIRLINES    ;2.463;2.175;1.850;2.811;1.909;2.101;0;0;0;0;0;0;13.309
FLORIDA WEST AIRLINES;1.604;2.150;0;0;0;0;0;0;0;0;0;0;3.754
SKY LEASE CARGO   ;12.028;8.958;10.114;5.474;1.995;2.603;0;0;0;0;0;0;41.172
UNITED AIRLINES   ;3.006;3.046;2.731;2.946;2.866;3.330;0;0;0;0;0;0;17.925
UPS UNITED PARCEL SERVICE;546;559;585;451;470;940;0;0;0;0;0;0;3.549
NORTEAMERICANAS   ;58.656;53.115;55.768;50.826;42.368;46.184;0;0;0;0;0;0;306.912
IBERIA            ;6.686;7.145;7.028;6.626;6.032;6.240;0;0;0;0;0;0;39.757
AIR FRANCE        ;3.718;3.245;4.430;3.782;4.389;4.699;0;0;0;0;0;0;24.264
ALITALIA          ;2.276;1.700;2.217;2.638;2.042;3.197;0;0;0;0;0;0;14.070
BRITISH AIRWAYS   ;1.220;1.507;919;1.846;3.220;2.457;0;0;0;0;0;0;11.169
K.L.M.            ;2.558;2.907;2.810;2.604;3.459;2.827;0;0;0;0;0;0;17.163
MARTINAIR HOLLAND ;6.923;7.022;8.303;8.312;8.152;6.726;0;0;0;0;0;0;45.438
EUROPEAS          ;23.381;23.526;25.707;25.808;27.294;26.146;0;0;0;0;0;0;151.861
KOREAN AIR        ;12.799;10.153;6.367;4.471;5.537;10.396;0;0;0;0;0;0;49.723
ASIATICAS         ;12.799;10.153;6.367;4.471;5.537;10.396;0;0;0;0;0;0;49.723
QANTAS AIRWAYS    ;2.513;1.922;1.873;1.863;1.847;2.010;0;0;0;0;0;0;12.028
PACIFICO SUR      ;2.513;1.922;1.873;1.863;1.847;2.010;0;0;0;0;0;0;12.028
TOTAL GENERAL;180.628;165.631;170.005;162.943;157.550;160.970;0;0;0;0;0;0;997.727
